sites_lower,n
"crater creek, southeast, alaska",1
"crescent city, ca",1
"crescent river, upper cook inlet, alaska",1
"crested butte, co",1
"creswell, or",1
"cripple creek, kuskokwim, alaska",1
"cripple river, norton sound/port clarence, alaska",1
"crooked creek (city/community), kuskokwim, alaska",1
"crooked creek, cook inlet, alaska",1
"crooked creek, yukon - canada, alaska",1
"crossett, ar",1
"crosswind lake, copper river, alaska",1
"crown point, in",1
"crownpoint, nm",1
"cruz cove head, southeast, alaska",1
"crystal creek, alaska",1
"crystal creek, southeast, alaska",1
"crystal lake, il",1
"culbertson, mt",1
"culross creek, prince william sound, alaska",1
"cultus river, canada",1
"cultus river, fraser late, bc",1
"cupertino, ca",1
"curarpalek, common name chuathbaluk, kuskokwim, alaska",1
"curtis, wa",1
"curyung tribal council, dillingham, bristol bay, alaska",1
"curyung, common name dillingham, bristol bay, alaska",1
"cusick, wa",1
"cutler river, kotzebue, alaska",1
"cypress, ca",1
"dade city, fl",1
"dadinowiki creek, kuskokwim, alaska",1
"dakli river, yukon, alaska",1
"dakli/wheeler creek, alaska",1
"dall point, yukon, alaska",1
"dall river, yukon, alaska",1
"dallas, tx",1
"dalton gardens, id",1
"daly city, ca",1
"damascus, or",1
"danville, ca",1
"danzhit khaiinląįį, common name circle, yukon, alaska",1
"daprakmiut river, kuskokwim, alaska",1
"darrington, wa",1
data are pertinent to chinook salmon escapement from 1980 to 2016 at copper river in alaska.,1
"davenport, fl",1
"davenport, wa",1
"davie, fl",1
"davies creek, alaska",1
"davis, ca",1
"dawson (village/city), yukon - canada, alaska",1
"dawson springs, ky",1
"dawson, il",1
"days creek, or",1
"dayville, or",1
"deadwood, or",1
"decatur, wa",1
"decorah, ia",1
"deenaalee, common name mt. mckinley, cook inlet, alaska",1
"deenduu, common name birch creek, yukon, alaska",1
"deep creek, cook inlet, alaska",1
"deep creek, yukon, alaska",1
"deer creek, southeast, alaska",1
"deer lodge, mt",1
"deer park, ca",1
"deering (city/community), kotzebue, alaska",1
"deering (village/city), kotzebue, alaska",1
"deishú, common name haines, southeast, alaska",1
"del mar, ca",1
"del rey oaks, ca",1
"delavan, wi",1
"delight lake, lower cook inlet, alaska",1
"delray beach, fl",1
"delta clearwater aerial & boat surveys, yukon, alaska",1
"delta creek, yukon, alaska",1
"delta junction (city/community), yukon, alaska",1
"delta, co",1
"denali park, ak",1
"denali park, yukon, alaska",1
"dennis creek, kuskokwim, alaska",1
"dent, mn",1
"denyeet, common name stevens village, yukon, alaska",1
"depoe bay, or",1
"desert hot springs, ca",1
"deshka river, cook inlet, alaska",1
"desire lake, lower cook inlet, alaska",1
"desleen, common name teslin, yukon, alaska",1
"desper creek, alaska",1
"detroit lakes, mn",1
"detroit, mi",1
"dexter, ia",1
"dgheyaytnu, common name anchorage, cook inlet, alaska",1
"dichinanek’, common name kuskokwim river, kuskokwim, alaska",1
"dick creek, copper river, alaska",1
"dietrich river, yukon, alaska",1
"dietrich, id",1
"dihthâad, common name mansfield, yukon, alaska",1
"dillinger river, kuskokwim, alaska",1
"dillingham (city/community), bristol bay, alaska",1
"dillon, co",1
"dillon, mt",1
"diomede, ak",1
"discovery bay, ca",1
"dishna river (innokko), yukon, alaska",1
"dixie, wa",1
"dixon, ca",1
"diyhkagg, common name dishkaket, yukon, alaska",1
"dleł taaneets, common name rampart, yukon, alaska",1
"dog salmon creek, prince william sound, alaska",1
"dog salmon river, alaska",1
"dogfish lagoon creeks, lower cook inlet, alaska",1
"dogfish village (village/city), yukon, alaska",1
"dolomi creek, southeast, alaska",1
"dolores, co",1
"donjek river, yukon - canada, alaska",1
"donlin creek, kuskokwim, alaska",1
"dot lake (city/community), yukon, alaska",1
"dot lake, ak",1
"double creek, prince william sound, alaska",1
"double springs, al",1
"douglas indian association, douglas, southeast, alaska",1
"douglas, southeast, alaska",1
"dover, id",1
"dover, nh",1
"downey, ca",1
"downs, ks",1
"drury creek, yukon - canada, alaska",1
"dry creek (nenana river), yukon, alaska",1
"dublin, nh",1
"dubois, wy",1
"duck creek smolt, southeast, alaska",1
"duck creek, southeast, alaska",1
"duck river, prince william sound, alaska",1
"dufur, or",1
"dugan creek, yukon, alaska",1
"duke river, yukon - canada, alaska",1
"dulbi river, yukon, alaska",1
"duncansville, pa",1
"dunnigan, ca",1
"dutch harbor, aleutian islands, alaska",1
"dzánti k’ihéeni, common name juneau, southeast, alaska",1
"eagan, mn",1
"eagle (city/community), yukon, alaska",1
"eagle (village/city), yukon, alaska",1
"eagle butte, sd",1
"eagle creek (us/canadian border), yukon, alaska",1
"eagle creek (y4 above bullfrog island), yukon, alaska",1
"eagle creek, norton sound/port clarence, alaska",1
"eagle creek, or",1
"eagle mountain creek, kuskokwim, alaska",1
"eagle nest, nm",1
"eagle point, or",1
"eagle river, cook inlet, alaska",1
"eagle river, wi",1
"eagle, ak",1
"earlham, ia",1
"early karluk river, kodiak, ak",1
"early stuart river, canada",1
"early upper station river, kodiak, ak",1
"early, tx",1
"earn lake, yukon - canada, alaska",1
"earn river, yukon - canada, alaska",1
"east fork andreafsky, alaska",1
"east fork hobo creek, alaska",1
"east fork thumb river, alaska",1
"east fork toklat river tributary, alaska",1
"east lansing, mi",1
"east saint louis, il",1
"east side cook inlet, alaska",1
"east wenatchee, wa",1
"eastland, tx",1
"eastside, or",1
"eastsound, wa",1
"eatonville, wa",1
"eb lovers creekove creek, alaska",1
"ecstasy lake (delusion lake), cook inlet, alaska",1
"edenton, nc",1
"ëdhä dädhëchan, common name moosehide, yukon, alaska",1
"edison, wa",1
"edna bay (city/community), southeast, alaska",1
"edwards, wa",1
"eek (city/community), kuskokwim, alaska",1
"eek (village/city), kuskokwim, alaska",1
"eek river (middle fork), kuskokwim, alaska",1
"eek river, kuskokwim, alaska",1
"eenayarak (village/city), kuskokwim, alaska",1
"egaksrak river, northern area, alaska",1
"egavik creek, norton sound/port clarence, alaska",1
"egegik (city/community), bristol bay, alaska",1
"egegik river, alaska",1
"egegik river, bristol bay south, ak",1
"egegik river, bristol bay south, alaska",1
"egegik village, egegik, bristol bay, alaska",1
"eickelberg creek, prince william sound, alaska",1
"eielson air force base, yukon, alaska",1
"eklutna native village, eklutna, cook inlet, alaska",1
"eklutna, cook inlet, alaska",1
"ekwok (city/community), bristol bay, alaska",1
"ekwok village, ekwok, bristol bay, alaska",1
"el cajon, ca",1
"el dorado, ar",1
"el granada, ca",1
"el paso, tx",1
"el prado, nm",1
"el segundo, ca",1
"el sobrante, ca",1
"elbe, wa",1
"eldorado environmental conditions monitoring, norton sound/port clarence, alaska",1
"eldorado river tower/weir, norton sound/port clarence, alaska",1
"eldorado river, norton sound/port clarence, alaska",1
"eldorado, tx",1
"elfin cove (city/community), southeast, alaska",1
"eli river, kotzebue, alaska",1
"elim (city/community), norton sound, alaska",1
"elk point, sd",1
"elk, ca",1
"elko, nv",1
"ellsworth, wi",1
"elmendorf air force base, cook inlet, alaska",1
"elmore, al",1
"eltopia, wa",1
"ely, nv",1
"elysburg, pa",1
"embarrass, mn",1
"emmett, id",1
"emmonak (city/community), yukon, alaska",1
"emmonak (village/city), yukon, alaska",1
"emmonak village, emmonak, yukon, alaska",1
"empire, co",1
"emporia, ks",1
"encampment, wy",1
"encinitas, ca",1
"endwell, ny",1
"engineer creek, yukon, alaska",1
"englewood, co",1
"englewood, fl",1
"english bay, lower cook inlet, alaska",1
"enterprise, or",1
"erskine, mn",1
"escondido, ca",1
"eshamy creek, prince william sound, alaska",1
"eshamy river, pws, ak",1
"eskridge, ks",1
"esparto, ca",1
"essowah bay, southeast, alaska",1
"ester (city/community), yukon, alaska",1
"etchepuk river, norton sound/port clarence, alaska",1
"ethel, wa",1
"etna, ca",1
"eufaula, ok",1
"eulachon river, southeast, alaska",1
"eureka springs, ar",1
"eureka, mt",1
"evanston, il",1
"evanston, wy",1
"evansville village (aka bettles field), evansville, yukon, alaska",1
"evant, tx",1
"evergreen, co",1
"excursion inlet (city/community), southeast, alaska",1
"excursion river fall, southeast, alaska",1
"excursion river, southeast, alaska",1
"eyak lake, copper river, alaska",1
"fair oaks, ca",1
"fairbanks (city/community), yukon, alaska",1
"fairbanks (village/city), yukon, alaska",1
"fairfax, ca",1
"fairfax, mn",1
"fairfax, ok",1
"fairfax, va",1
"fairfield, ca",1
"fairhaven, ma",1
"fairwater lake and outlet, yukon - canada, alaska",1
"faith creek, yukon, alaska",1
"fall river mills, ca",1
"fallon, nv",1
"falmouth, mi",1
"false pass (city/community), alaska peninsula and aleutian islands, alaska",1
"fargo, nd",1
"farmington, wa",1
"farragut river, southeast, alaska",1
"fayetteville, ar",1
"fayetteville, nc",1
"feather river, norton sound/port clarence, alaska",1
"felton, ca",1
"fennell river, canada",1
"ferndale, ca",1
"field lake outlet, yukon - canada, alaska",1
"fife, wa",1
"fifteenmile river, yukon - canada, alaska",1
"fillmore creek, southeast, alaska",1
"finland creek, yukon, alaska",1
"fircrest, wa",1
fish c nr ketchikan ak,1
fish c nr nuiqsut ak,1
"fish creek - cook inlet, cook inlet, alaska",1
"fish creek - cook inlet, upper cook inlet, alaska",1
"fish creek - douglas, southeast, alaska",1
"fish creek - taku, southeast, alaska",1
"fish creek (garnet c), yukon, alaska",1
"fish creek (koyukuk r), yukon, alaska",1
"fish creek (tributary s.f. koyukuk river), yukon, alaska",1
"fish creek (tributary tanana river), yukon, alaska",1
"fish creek, copper river, alaska",1
"fish creek, kotzebue, alaska",1
"fish creek, northern area, alaska",1
"fish hole creek, yukon, alaska",1
"fish lake and outlet, yukon - canada, alaska",1
"fish river fecundity study sampling site, norton sound/port clarence, alaska",1
"fish river radiotelemetry, norton sound/port clarence, alaska",1
"fish river, norton sound/port clarence, alaska",1
"fish village (village/city), yukon, alaska",1
"fishing branch river, yukon - canada, alaska",1
"five mile clearwater river, yukon, alaska",1
"flagstaff, az",1
"flambeau river, norton sound/port clarence, alaska",1
"flat creek, yukon, alaska",1
"flat island, yukon, alaska",1
"flat rock, al",1
"florence, az",1
"florence, or",1
"fog river, kuskokwim, alaska",1
"fontana, ca",1
"foraker river, yukon, alaska",1
"ford arm creek, alaska",1
"ford arm lake, southeast, alaska",1
"forest city, ia",1
"forest grove, or",1
"forest hill, ca",1
"forest lake, mn",1
"forestdale, ma",1
"foresthill, ca",1
"forked river, nj",1
"fort collins, co",1
"fort duchesne, ut",1
"fort greely, yukon, alaska",1
"fort klamath, or",1
"fort lauderdale, fl",1
"fort morgan, co",1
"fort myers, fl",1
"fort pierce, fl",1
"fort richardson, cook inlet, alaska",1
"fort selkirk (village/city), yukon - canada, alaska",1
"fort wainwright, arctic, alaska",1
"fort worth, tx",1
"fort yukon (city/community), yukon, alaska",1
"fort yukon (village/city), yukon, alaska",1
"fort yukon, ak",1
"fortin lake outlet, yukon - canada, alaska",1
"fortuna, ca",1
fortymile r nr steele creek ak,1
"fortymile river, alaska",1
"fortymile river, yukon - canada, alaska",1
"fosston, mn",1
"foster city, ca",1
"foster, or",1
"fourth of july creek, yukon, alaska",1
"fowler island, kuskokwim, alaska",1
"fox creek, yukon, alaska",1
"fox river, norton sound/port clarence, alaska",1
"fraser, mi",1
"freeport, fl",1
"freeport, il",1
"freestone, ca",1
"fremont, ca",1
"fremont, ne",1
"french creek, yukon, alaska",1
"frenchtown, mt",1
"fresno, ca",1
"friona, tx",1
"fritz creek (city/community), cook inlet, alaska",1
"from 2000-2016, count data on alaskan fishing employees were collected throughout the state",1
"fruitland, id",1
"fruitland, wa",1
"gagaryah river, kuskokwim, alaska",1
"gainesville, fl",1
"gakona (city/community), copper river, alaska",1
"galena (city/community), yukon, alaska",1
"galena (village/city), yukon, alaska",1
"galena village (aka louden village), galena, yukon, alaska",1
"galena, mo",1
"galesville, wi",1
"galt, ca",1
"galva, ia",1
"galveston, tx",1
"gambell, ak",1
"garberville, ca",1
"gardena, ca",1
"gardiner creek, alaska",1
"gardiner, wa",1
"garfield, wa",1
"garibaldi, or",1
"garland, tx",1
"garnet creek, yukon, alaska",1
"gartina creek, southeast, alaska",1
"gasa'áan, common name kasaan, southeast, alaska",1
"gasquet, ca",1
"gates river, canada",1
"gates river, fraser early summer, bc",1
"geiger creek, yukon, alaska",1
"gemuk lake, kuskokwim, alaska",1
"gemuk river, kuskokwim, alaska",1
"geneva, fl",1
"george creek, yukon, alaska",1
"george river (east fork), kuskokwim, alaska",1
"george river (north fork), kuskokwim, alaska",1
"george river, alaska",1
"georgetown (village/city), kuskokwim, alaska",1
"gerstle river, yukon, alaska",1
"ggaał doh, common name kaltag, yukon, alaska",1
"ggax kuna’, common name gakona, copper river, alaska",1
"gilahina river, alaska",1
"gilbert, az",1
"gisasa river, alaska",1
"gitr’ingith chagg, common name anvik, yukon, alaska",1
"glacial lake weir, norton sound/port clarence, alaska",1
"glacial lake, norton sound/port clarence, alaska",1
"glacier creek (tributary bearpaw river), yukon, alaska",1
"glacier creek (tributary clear creek (tributary julius creek)), yukon, alaska",1
"glacier creek, southeast, alaska",1
"glacier rivertrib, alaska",1
"glacier view, cook inlet, alaska",1
"glacier, wa",1
"gladstone, or",1
"gladys river, yukon - canada, alaska",1
"glendale, az",1
"gleneden beach, or",1
"glenlyon river, yukon - canada, alaska",1
"glennallen (city/community), copper river, alaska",1
"glenns ferry, id",1
"glenoma, wa",1
"glenwood city, wi",1
"glenwood, mn",1
"glide, or",1
"globe, az",1
"gold beach, or",1
"gold hill, or",1
"gold lake, kuskokwim, alaska",1
"gold river, ca",1
"golden lagoon, prince william sound, alaska",1
"golden, co",1
"goldendale, wa",1
goldstream c bl alabam c nr livengood ak,1
"goleta, ca",1
"golovin (city/community), norton sound, alaska",1
"golsovia river, norton sound/port clarence, alaska",1
"gonzales, ca",1
"good creek, prince william sound, alaska",1
"goodhope river, kotzebue, alaska",1
"goodlettsville, tn",1
"goodnews bay (city/community), kuskokwim, alaska",1
"goodnews lake (north fork), kuskokwim, alaska",1
"goodnews lakes (middle fork), kuskokwim, alaska",1
goodnews river,1
"goodnews river (south fork), kuskokwim, alaska",1
"goodnews river, ayk, ak",1
goodpaster r nr big delta ak,1
"goodpaster river (south fork), yukon, alaska",1
"goodpaster slough, yukon, alaska",1
"goodyear, az",1
"gordon, ne",1
"gorge creek spring, alaska",1
"gorham, il",1
"goulding river, alaska",1
government c nr ketchikan ak,1
"government creek, alaska",1
"grace creek, alaska",1
"graham, wa",1
"granbury, tx",1
"grand central river, norton sound/port clarence, alaska",1
"grand island, ne",1
"grand junction, co",1
"grand prairie, tx",1
"grand rapids, mi",1
"grand rapids, mn",1
"grand terrace, ca",1
"grandview, wa",1
"granite creek, kuskokwim, alaska",1
"granite shoals, tx",1
"grant creek (y5 downstream tanana village), yukon, alaska",1
"grantley harbor, norton sound/port clarence, alaska",1
"grass valley, or",1
"gravel creek, southeast, alaska",1
"grayling (city/community), yukon, alaska",1
"grayling (village/city), yukon, alaska",1
"grayling creek, yukon, alaska",1
"grayling, mi",1
"great falls, mt",1
"greeley, co",1
"green bay, wi",1
"greenfield, ca",1
"greens creek, alaska",1
"greenville, ca",1
"greenwater, wa",1
"greenwich, ct",1
"gregorieoff creek, prince william sound, alaska",1
"grenada, ca",1
"gridley, ca",1
"griffith, in",1
grouse c at grouse lk outlet nr seward ak,1
"grouse creek, cook inlet, alaska",1
"grove city, mn",1
"gulfport, ms",1
"gulkana river, alaska",1
"gulkana river, copper river, alaska",1
"gulkana village, gulkana, copper river, alaska",1
"gunnison, co",1
"gunnuk creek, southeast, alaska",1
"gustavus (city/community), southeast, alaska",1
"gut bay head, southeast, alaska",1
"gweek river, kuskokwim, alaska",1
"gwichyaa zheh, common name fort yukon, yukon, alaska",1
"gwinn, mi",1
"hackett river, southeast, alaska",1
"hadweenzic river, yukon, alaska",1
"hagerman, id",1
"haines (city/community), southeast, alaska",1
"half moon bay, ca",1
"halfmile creek, alaska",1
"halfway island, yukon, alaska",1
"halfway, or",1
"halibut cove (city/community), cook inlet, alaska",1
"ham lake, mn",1
"hamilton creek, alaska",1
"hamilton, mt",1
"hamilton, nj",1
"hamilton, wa",1
"hammett, id",1
"hammond river, yukon, alaska",1
"hampton, nh",1
"hanahan, sc",1
"hanalei, hi",1
"hansville, wa",1
"happy camp, ca",1
"harbor city, ca",1
"harbor, or",1
"hardin, mt",1
"harding river, southeast, alaska",1
"harrisburg, il",1
"harrisburg, nc",1
"harrison creek, prince william sound, alaska",1
"harrison river, canada",1
"harrison river, fraser late, bc",1
"harrison, ar",1
"harrison, id",1
"hartford, mi",1
"hartney creek, prince william sound, alaska",1
"hasselborg river, southeast, alaska",1
"hastings, mn",1
"hat creek, ca",1
"hatchery creek, copper river, alaska",1
"haul road bridge, yukon, alaska",1
"havre, mt",1
"hawk creek, yukon, alaska",1
"hawk inlet, ak",1
"hawthorne, ca",1
"hayden lake, id",1
"hayden, id",1
"hayes river, yukon - canada, alaska",1
"hayfork, ca",1
